web-scraper-order,web-scraper-start-url,Type_Habits,Prix,Adresse,Image_Lien-src
"1752870412-811","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-812","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-813","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull Bape","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-814","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull Bape","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-815","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull Bape","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-816","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull bape","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-817","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull capuchon","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-818","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull Bape","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-819","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pull Bape","35 000CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870412-820","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble homme","22 000CFA","Fass, Dakar, Sénégal",""
"1752870412-821","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pantalon Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-822","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-823","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Kaki pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-824","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Chemise et pantalons","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-825","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-826","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-827","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-828","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-829","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Body et short","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752870412-830","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Body et short","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752870412-831","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble body - short","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752870412-832","https://sn.coinafrique.com/categorie/vetements-homme?page=110","T-shirt","4 000CFA","Rufisque, Sénégal",""
"1752870412-833","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Body homme","3 000CFA","Dakar, Sénégal",""
"1752870412-834","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble Vêtement - Coton","13 500CFA","Dakar, Sénégal",""
"1752870412-835","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble vêtements original coton 100%","13 500CFA","Dakar, Sénégal",""
"1752870412-836","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble short","12 000CFA","Rufisque, Sénégal",""
"1752870412-837","https://sn.coinafrique.com/categorie/vetements-homme?page=110","T-shirt","4 000CFA","Rufisque, Sénégal",""
"1752870412-838","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Vêtements  de pluie","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752870412-839","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Lacoste","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870412-840","https://sn.coinafrique.com/categorie/vetements-homme?page=110","Ensemble complet","14 000CFA","Dakar, Sénégal",""
"1752870440-841","https://sn.coinafrique.com/categorie/vetements-homme?page=109","3 Tee-shirts - 3 débardeurs - 3 caleçons","10 000CFA","Grand Yoff, Dakar, Sénégal",""
"1752870440-842","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble Homme","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-843","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble t-shirt et pantalon","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-844","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-845","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble t-shirt et pantalon","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-846","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble pour homme","8 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-847","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","8 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-848","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble Homme","8 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-849","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble  homme","8 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-850","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble Homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-851","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble Homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-852","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble Homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-853","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalon","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-854","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble polo + pantalon","20 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-855","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Lacoste","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-856","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalon","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-857","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Costume africain","35 000CFA","Geule Tapée, Dakar, Sénégal",""
"1752870440-858","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt","2 500CFA","Guediawaye, Dakar, Sénégal",""
"1752870440-859","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Body","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752870440-860","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Body","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752870440-861","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Body","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1752870440-862","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Vêtement homme","20 000CFA","HLM, Dakar, Sénégal",""
"1752870440-863","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar, Sénégal",""
"1752870440-864","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar, Sénégal",""
"1752870440-865","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar, Sénégal",""
"1752870440-866","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-867","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-868","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-869","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-870","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble vêtements","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-871","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pack de t-shirts homme - polo coton","9 000CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1752870440-872","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble Lakers homme","8 500CFA","Dakar, Sénégal",""
"1752870440-873","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Polo Lacoste","5 000CFA","Dakar, Sénégal",""
"1752870440-874","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble t-shirt + short","9 000CFA","Dakar, Sénégal",""
"1752870440-875","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble chemise kaki","14 000CFA","Dakar, Sénégal",""
"1752870440-876","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble chemise kaki","14 000CFA","Dakar, Sénégal",""
"1752870440-877","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Complet homme","13 000CFA","Dakar, Sénégal",""
"1752870440-878","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt","10 000CFA","Dakar-Plateau, Dakar, Sénégal",""
"1752870440-879","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt","10 000CFA","Dakar-Plateau, Dakar, Sénégal",""
"1752870440-880","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt homme","3 500CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752870440-881","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752870440-882","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Vêtements","Prix sur demande","Cambérène, Dakar, Sénégal",""
"1752870440-883","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Boubou homme","Prix sur demande","Dakar, Sénégal",""
"1752870440-884","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirts","10 000CFA","Grand Yoff, Dakar, Sénégal",""
"1752870440-885","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-886","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-887","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","8 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-888","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-889","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-890","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-891","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-892","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-893","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalon Kaki homme","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-894","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalon Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-895","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalon Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-896","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalon Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-897","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalon Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-898","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalon Kaki","6 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-899","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-900","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-901","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-902","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-903","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme - femme","8 000CFA","Guediawaye, Dakar, Sénégal",""
"1752870440-904","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt   - baladeurs - caleçons eh coton","2 000CFA","Grand Yoff, Dakar, Sénégal",""
"1752870440-905","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalons kaki","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752870440-906","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Boubous","40 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752870440-907","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Bombers","15 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-908","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Polo Lacoste","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-909","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Polo Lacoste","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-910","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Lacostes","10 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752870440-911","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Sous vêtements","13 500CFA","Dakar, Sénégal",""
"1752870440-912","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Caleçons pack de 12","13 500CFA","Sicap Liberté, Dakar, Sénégal",""
"1752870440-913","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble homme","12 500CFA","Keur Massar, Sénégal",""
"1752870440-914","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Caleçons homme","7 500CFA","Dakar, Sénégal",""
"1752870440-915","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870440-916","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870440-917","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870440-918","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870440-919","https://sn.coinafrique.com/categorie/vetements-homme?page=109","T-shirt homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1752870440-920","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble t-shirt short","8 000CFA","Dakar, Sénégal",""
"1752870440-921","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Pantalons kaki","7 000CFA","Grand Dakar, Dakar, Sénégal",""
"1752870440-922","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Ensemble Short","12 000CFA","Grand Dakar, Dakar, Sénégal",""
"1752870440-923","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Tee-shirts","5 000CFA","Grand Dakar, Dakar, Sénégal",""
"1752870440-924","https://sn.coinafrique.com/categorie/vetements-homme?page=109","Lacoste Turque","8 000CFA","Grand Dakar, Dakar, Sénégal",""
"1752870462-925","https://sn.coinafrique.com/categorie/vetements-homme?page=108","Ensemble débardeur + short","10 000CFA","Grand Dakar, Dakar, Sénégal",""
